# nonuniform scaling factors - GNav17: (0.0 0.4) GNav18: (0.0 4.0) GNav19: (0.0 4.0) GKdr: (0.0 4.0) GKA: (0.0 40.0) GKM: (0.0 4.0) GH: (0.0 2.0) GKleak: (0.0 0.2) 
,GNav17,GNav18,GNav19,GKdr,GKA,GKM,GH,GKleak
23,0.112604,1.249543,1.689708,3.35077,0.388102,0.948575,0.575213,0.124695
24,0.310762,2.927177,3.814674,2.353042,7.236925,1.265754,0.872571,0.119105
25,0.286214,3.589756,0.601259,3.02805,25.901592,0.764805,0.852913,0.040079
26,0.228103,3.222155,0.228926,0.920599,3.045697,1.612566,1.134398,0.09728
27,0.183021,3.863054,2.753939,0.992342,13.238654,3.580226,0.256627,0.056263
28,0.196889,2.879402,1.757827,0.700167,27.099162,1.066242,0.074188,0.143174
29,0.351425,1.118618,0.553642,2.726495,20.690689,0.902509,1.545076,0.068545
30,0.263128,2.534608,2.086158,2.603585,30.685882,1.361452,1.92573,0.077384
31,0.131452,2.695605,3.973123,3.234658,13.194098,0.699488,1.680039,0.04832
32,0.104906,0.213051,1.325374,1.268287,18.924727,3.033985,1.215378,0.066341
33,0.244536,3.613299,3.396631,0.805179,29.051384,1.173454,1.230366,0.008167
34,0.190147,3.295439,3.219161,0.464371,36.705554,0.576308,0.197782,0.182513
35,0.054373,1.445706,0.666816,0.16786,31.342681,1.446384,1.062392,0.133109
36,0.125625,0.079143,2.873226,3.19471,26.064927,1.017336,1.40573,0.003638
37,0.069884,2.722279,3.295231,3.076181,12.162817,1.826713,0.714231,0.032374
38,0.337415,3.972298,2.249518,0.769988,38.737406,2.240864,1.355545,0.153305
39,0.117154,0.766211,2.773387,0.401849,19.563066,2.221385,1.518302,0.123944
40,0.143677,3.324868,0.931539,0.350474,16.304661,3.758105,1.329268,0.168432
41,0.270236,3.667606,3.481709,3.772215,2.771838,3.048786,1.653881,0.083697
42,0.212373,0.147912,2.934112,2.597484,36.291899,1.767757,0.929645,0.021968
43,0.387887,1.607053,0.803063,0.616144,39.108079,0.39492,0.820202,0.129089
44,0.32959,0.254466,2.812824,1.410273,29.934708,2.167578,0.586867,0.174548
45,0.005721,2.434851,3.105068,1.907828,3.902929,3.899678,1.36143,0.0449
46,0.160157,1.567791,2.200166,3.879774,2.059843,0.855281,1.116233,0.178949
47,0.39398,2.033114,0.864814,2.223196,32.840235,0.472847,1.017037,0.085454
48,0.109701,3.036458,0.24961,3.290836,10.079088,2.136729,1.266255,0.022465
49,0.066765,2.969084,3.612055,1.481913,17.712598,2.691909,1.089115,0.14799
50,0.388484,2.501261,0.06898,2.45016,23.968032,0.12437,0.608983,0.115557
51,0.359559,3.912674,3.525241,0.72368,16.705522,2.360816,1.86123,0.015406
52,0.097434,2.330862,1.436782,1.71401,34.009454,1.881935,0.992317,0.004055
53,0.382556,1.558739,1.851221,3.829236,0.900637,3.711942,0.520782,0.09053
54,0.040798,0.698039,1.516236,2.680659,21.21224,3.613946,0.652377,0.160644
55,0.01868,3.115746,2.011757,1.674382,20.350299,2.523113,1.981862,0.172765
56,0.31652,0.950547,2.15915,0.65605,15.476475,2.747065,0.370602,0.167034
57,0.145585,3.05102,3.431338,0.544819,5.315819,3.663873,0.726789,0.136217
58,0.177249,3.135726,0.725808,0.862959,25.242843,0.619427,1.718427,0.145068
59,0.342601,1.150506,3.338646,2.875265,30.355774,2.490545,1.170951,0.070442
60,0.238721,1.076633,1.829859,1.196118,18.745685,3.306864,1.488417,0.094708
61,0.154806,2.599215,1.787917,2.294091,26.440742,1.718367,0.880127,0.088708
62,0.315771,1.81189,2.332727,3.928477,6.805335,1.995849,1.040392,0.006743
63,0.36071,3.706648,1.906642,3.417425,4.629646,2.871018,1.853857,0.03941
64,0.080097,0.161263,2.363986,3.255327,17.228029,0.256269,0.429345,0.117719
65,0.076926,3.557826,2.916807,2.100861,27.850449,3.346456,1.462617,0.104931
66,0.21103,1.751194,3.170622,3.149873,34.978277,2.666229,1.573077,0.121139
67,0.164582,1.408597,2.46522,2.190279,39.404865,1.337661,0.122852,0.185808
68,0.279186,0.110036,1.595562,0.911206,11.003918,1.420816,0.239617,0.080352
69,0.368972,1.295815,2.528905,1.459341,5.970782,3.438704,1.187202,0.029103
70,0.132587,2.638381,2.169634,2.065076,29.51699,2.048214,0.298225,0.156893
71,0.257635,3.486447,3.931108,3.463537,1.995994,3.524968,1.754462,0.148061
72,0.232972,0.321857,2.505038,0.117527,32.475502,3.930448,1.634918,0.042096
73,0.138611,2.377686,0.303656,3.645811,23.283495,3.450017,1.52015,0.027394
74,0.255401,3.725477,3.479233,0.566442,28.766905,0.408386,1.289204,0.099708
75,0.352651,0.814934,0.410614,3.578108,19.970236,2.452354,0.750572,0.036098
76,0.303164,2.800117,2.999089,3.606378,9.135214,3.775859,1.816019,0.055134
77,0.060651,2.309779,1.174362,2.503815,35.70783,3.118003,1.835476,0.113072
78,0.172267,2.771713,3.843628,1.878425,39.822764,2.993398,0.456117,0.190266
79,0.036033,1.493998,0.355275,2.771116,3.546185,0.650563,0.045704,0.107127
80,0.216913,2.242691,2.632136,0.207825,5.07557,3.991223,1.240072,0.001753
81,0.281402,3.478114,1.940824,3.553203,33.329264,1.517725,0.091822,0.176445
82,0.011914,1.189892,0.915123,1.572915,31.173712,3.196658,1.963131,0.012961
83,0.376827,1.857657,0.496783,3.706454,18.319993,1.641617,0.559615,0.05334
84,0.170612,1.991653,0.112182,3.748904,37.456624,0.331715,1.735554,0.051648
85,0.193971,1.708207,2.058034,2.956621,35.575781,2.819498,0.402056,0.019512
86,0.204887,1.354664,1.445326,1.781995,37.684289,3.391193,1.389104,0.058787
87,0.323731,3.923541,3.714818,1.295805,24.096328,1.589162,1.762287,0.108292
88,0.049973,3.182556,0.564542,2.649115,8.318006,1.534602,1.67346,0.135212
89,0.248003,0.46778,1.120188,1.00154,4.041644,0.725518,1.909565,0.101344
90,0.375743,3.417692,3.038312,2.013832,6.558102,0.094758,0.80488,0.1396
91,0.326512,2.644574,0.976267,1.095332,28.391248,0.963295,1.780025,0.011735
92,0.344152,2.20113,0.029885,3.992968,27.495662,1.111767,1.310341,0.047801
93,0.023751,2.172949,0.364816,2.556556,31.872429,2.335036,0.200606,0.064032
94,0.093983,0.593839,2.667087,2.139509,33.802432,1.312212,0.333183,0.151359
95,0.203265,0.85974,3.788273,2.24624,38.162132,0.310231,1.959496,0.078965
96,0.000756,2.46055,3.734124,1.219201,8.593906,2.561959,0.786308,0.072491
97,0.034317,1.664774,1.97218,1.948728,11.92397,0.838663,0.007176,0.130016
98,0.088443,2.907753,1.363149,3.112221,23.027314,0.031362,0.346964,0.092303
99,0.186745,2.093943,0.47068,1.743291,9.45565,1.850964,1.15596,0.060653
