# nonuniform scaling factors - GNav17: (0.0 0.4) GNav18: (0.0 4.0) GNav19: (0.0 4.0) GKdr: (0.0 4.0) GKA: (0.0 40.0) GKM: (0.0 4.0) GH: (0.0 2.0) GKleak: (0.0 0.2) 
,GNav17,GNav18,GNav19,GKdr,GKA,GKM,GH,GKleak
113,0.166769,0.345682,2.049989,1.595994,26.109139,1.059564,1.869627,0.142982
114,0.318211,2.230903,1.009345,1.461154,38.638604,3.576086,1.241063,0.139156
115,0.345633,3.752071,0.96048,1.541807,12.198246,2.243269,0.123501,0.028346
116,0.107754,2.189093,0.283522,0.743531,16.61071,1.744833,1.457989,0.025246
117,0.260894,1.767948,2.756933,1.019743,21.106368,2.160514,0.744161,0.099344
118,0.189202,1.732247,1.854149,0.207114,4.907568,0.754645,0.858102,0.161848
119,0.207587,0.966218,3.519531,0.508483,25.70444,1.004453,1.994262,0.086567
120,0.315468,3.402623,0.91646,2.306595,2.819649,3.039732,1.945175,0.199926
121,0.307532,2.880133,2.846995,2.572266,26.208601,2.949122,0.236555,0.037902
122,0.150121,0.710397,0.19853,1.351262,17.619744,1.363428,1.117071,0.013887
123,0.241548,1.881087,2.492427,3.901153,21.294393,1.582901,1.163888,0.066282
124,0.036605,3.207638,3.139694,1.870882,18.344804,3.193171,1.54722,0.173702
125,0.025544,1.457757,0.927336,3.070418,8.312082,1.193013,1.256528,0.026706
126,0.023035,3.326404,2.462707,1.15489,29.03506,1.590895,1.349005,0.113866
127,0.002257,3.68838,0.316697,0.170377,27.907726,3.644554,1.720889,0.061627
128,0.192519,1.312139,2.785607,3.05514,1.908236,2.599797,0.597154,0.153053
129,0.157327,2.031347,1.801643,0.23503,4.316518,3.658434,0.182268,0.087909
130,0.021424,3.985017,3.384072,0.878092,26.702083,2.673668,0.565812,0.182161
131,0.045911,2.975979,0.865978,3.281114,19.648184,3.055692,0.090877,0.019618
132,0.05661,3.671507,0.463935,3.995674,23.001198,3.159153,1.134887,0.081122
133,0.355057,3.288057,3.909514,2.381674,25.156499,2.392925,1.511915,0.041999
134,0.221639,2.129227,2.73077,3.413047,3.925407,3.511711,0.45541,0.138518
135,0.30586,3.454782,1.462966,3.724669,39.212939,1.420959,1.374226,0.000725
136,0.392888,0.058667,2.363426,1.885085,27.783385,2.071822,0.077203,0.013486
137,0.269036,1.400624,2.474104,2.952486,3.226103,0.100607,1.779989,0.180598
138,0.048583,0.945725,2.087299,0.916664,1.615541,0.199633,1.258576,0.027216
139,0.043585,2.904167,3.36307,3.718251,29.619817,2.912413,1.887389,0.195183
140,0.116043,0.528085,3.056939,2.112068,13.89591,0.1431,0.550489,0.055105
141,0.158717,2.697886,0.58386,2.872801,14.427086,3.629132,0.164621,0.125306
142,0.182633,3.191451,0.941743,1.984958,11.130209,3.147002,1.36894,0.149644
143,0.260701,1.963709,3.15381,0.13125,5.222947,3.419222,1.313011,0.143841
144,0.017205,3.312979,0.021462,1.344006,6.728249,2.730068,1.012513,0.04942
145,0.194025,2.471369,3.912027,0.199149,28.911701,2.134739,1.832409,0.087132
146,0.22789,3.765246,2.833129,2.194232,6.065737,2.402666,1.494847,0.08746
147,0.349578,3.233289,3.307466,2.550584,10.722982,3.206074,1.626025,0.040951
148,0.369469,0.168695,3.133833,1.733099,16.187227,1.62674,1.023053,0.061846
149,0.219874,3.638113,0.122808,3.325958,33.652235,2.545219,1.969545,0.096181
150,0.033931,1.36607,2.098243,0.643222,3.508026,0.867773,0.419389,0.156697
151,0.225912,1.798838,0.859456,1.81415,27.429306,0.574174,1.665634,0.164147
152,0.224713,3.91756,1.202804,2.982958,33.174176,0.503479,1.142976,0.101322
153,0.001367,2.02066,0.204632,0.696299,13.269048,2.083288,1.883457,0.0566
154,0.282422,2.119909,2.504151,2.991591,14.134864,0.930997,1.204218,0.161498
155,0.352772,1.108778,1.610605,2.903326,24.739557,3.19418,0.053781,0.058905
156,0.147703,0.682601,1.925159,1.064588,26.84951,0.144474,0.360619,0.187995
157,0.314264,0.580425,1.414523,3.086112,16.426849,0.576927,0.720663,0.137928
158,0.009329,0.213673,1.677948,0.120974,32.312378,0.385324,0.345198,0.138738
159,0.051713,2.687659,3.780432,2.28599,20.500725,0.209579,0.935315,0.038298
160,0.231185,2.066666,0.445245,2.327739,19.745711,2.177322,0.375096,0.012178
161,0.032265,1.164586,1.753028,1.592729,11.002398,2.647975,0.689322,0.096606
162,0.127155,2.947341,1.671091,0.322183,15.351378,0.947682,1.546046,0.193386
163,0.175459,0.329098,3.242995,2.33579,18.121906,1.885662,0.444678,0.033068
164,0.056347,1.775948,3.237381,2.040056,25.942371,2.367978,1.74668,0.182733
165,0.32598,2.268221,2.277862,3.101597,38.598916,0.079065,1.289726,0.137635
166,0.021714,2.753208,2.536453,1.746886,30.471712,2.391496,1.905011,0.040091
167,0.351379,1.025464,1.536162,1.27168,9.153119,0.035937,1.861713,0.167378
168,0.181942,3.695815,2.062538,0.180359,26.772858,1.854201,0.655517,0.181408
169,0.057262,0.532792,0.103987,3.484533,28.590862,3.749695,0.239622,0.006126
170,0.386357,2.146463,2.367902,1.855368,16.942533,2.473309,0.726663,0.188832
171,0.291056,0.367182,3.447512,3.394522,1.102627,1.894358,1.594628,0.035602
172,0.112925,2.140508,2.171699,3.444788,32.166174,1.151808,1.743892,0.123694
173,0.387801,1.557923,3.891616,3.10473,36.464746,0.962126,0.901162,0.082006
174,0.294039,1.897519,1.068878,3.251375,4.663623,1.029531,0.698525,0.03594
175,0.319225,3.687259,2.461924,1.215604,39.609891,0.984286,0.510838,0.135973
176,0.092019,1.345482,2.208358,0.031072,8.90582,2.508173,1.781315,0.190308
177,0.078654,2.254811,1.514208,0.444946,9.556943,3.425061,1.036141,0.007393
178,0.167058,3.738095,2.748536,1.292976,7.549626,0.729418,0.079138,0.091687
179,0.007138,3.848349,2.712259,1.531749,5.24796,3.420082,0.346056,0.010095
180,0.20935,2.02706,1.795285,2.168112,1.873245,3.877089,0.045441,0.123703
181,0.007977,0.791231,0.061384,2.63833,33.357879,3.454383,0.723528,0.076613
182,0.184215,2.366417,3.83951,1.54504,22.108189,2.925683,1.660166,0.179331
183,0.3903,3.867475,3.161536,1.888395,28.676866,1.112902,1.798587,0.192311
184,0.334805,1.923756,2.051216,0.747782,11.785685,1.576955,1.390902,0.141252
185,0.311552,0.330524,0.8785,0.705738,37.17337,1.56659,1.946795,0.1186
186,0.330876,3.321341,2.211031,0.383423,37.848271,2.03808,1.529275,0.103844
187,0.239353,3.600584,1.56535,0.306387,18.603088,3.641408,1.482324,0.199187
188,0.333546,2.477938,3.944826,3.85876,14.010383,1.415509,0.56882,0.187497
189,0.29033,2.125271,1.870714,0.761484,29.297376,3.431717,1.699922,0.12851
190,0.28896,1.251933,3.009569,1.806901,6.252182,1.170772,1.817974,0.018397
191,0.128535,3.193751,0.04825,2.446026,39.444634,2.539038,1.875347,0.00843
192,0.398722,1.755373,3.437396,3.22734,39.307749,2.414972,1.063101,0.127601
193,0.203465,0.462427,0.469283,3.0078,15.800404,2.502828,0.704266,0.072148
194,0.232897,0.05346,3.025158,1.922279,36.828816,0.027046,1.058676,0.061906
195,0.266567,3.640643,2.394297,1.188396,32.546798,2.623512,0.105865,0.163601
196,0.097312,2.699876,0.142483,2.689775,28.244037,1.563606,1.942961,0.004675
197,0.098897,3.016725,3.372695,0.461009,39.77531,3.478358,1.929329,0.175841
198,0.044127,0.143035,1.780414,0.683957,2.177468,2.982957,0.264452,0.186666
199,0.136628,2.270443,2.029664,1.625138,23.223686,1.468133,1.678871,0.090245
200,0.133176,0.099397,2.666048,3.398066,4.973728,0.594483,1.47402,0.091196
201,0.365125,2.418006,0.384015,2.602078,12.348284,2.356104,0.874523,0.19495
202,0.28387,0.951287,1.391701,3.014808,13.670698,0.532798,0.055385,0.077595
203,0.276657,3.051053,3.121184,0.559482,13.142243,1.866208,0.937847,0.104822
204,0.35972,3.179908,1.061156,0.064936,29.749238,2.090508,1.867511,0.156017
205,0.383292,3.238844,3.600986,0.833994,28.982142,0.105702,0.065251,0.04597
206,0.011504,3.659331,0.215877,0.310293,31.595043,2.692168,1.697611,0.104141
207,0.141655,0.892484,2.867369,3.847929,17.412503,0.88758,1.988987,0.040879
208,0.324499,0.389755,2.091176,2.339991,12.779248,1.684126,0.309183,0.026505
209,0.183428,1.155836,3.171561,3.937862,7.04525,1.644339,0.736057,0.107872
210,0.090583,0.71739,3.681331,2.55325,3.307733,3.949923,0.831075,0.071076
211,0.262261,2.995135,0.118937,0.268191,39.294352,1.188464,0.669348,0.038942
212,0.277272,2.726114,2.78381,2.259145,10.689137,3.582508,0.280799,0.140778
213,0.374722,3.110731,3.743263,0.91081,30.86122,2.80423,0.364602,0.059619
214,0.074154,3.385362,0.045326,1.1725,13.358138,0.778174,1.77682,0.149822
215,0.050509,3.074764,1.953937,1.474792,31.470199,3.967342,1.866498,0.014366
216,0.247266,3.923802,3.985827,2.718396,37.389027,0.13752,1.58713,0.114816
217,0.312642,2.310289,1.018362,1.681687,17.437699,2.142759,1.996125,0.035522
218,0.071734,2.203904,0.167771,0.714504,3.762538,0.332072,1.611651,0.053623
219,0.321062,3.82341,3.18483,3.792701,21.716059,2.409939,1.437367,0.110425
220,0.086296,3.516156,1.201879,3.143227,22.182497,0.277765,0.931147,0.161395
221,0.044324,1.532132,3.241851,0.79045,36.783784,2.109314,1.683176,0.194312
222,0.119268,2.597869,1.11519,3.532507,30.831811,0.139425,1.423842,0.070598
223,0.060724,0.744774,1.000068,3.704019,35.144422,0.514263,1.539537,0.094187
224,0.192789,2.386956,3.508,2.001372,6.852836,1.348804,1.872297,0.057022
225,0.310704,1.330126,3.412267,3.58615,35.168319,1.450933,1.084573,0.196852
226,0.353867,0.905167,0.189421,1.219417,17.370588,2.394229,1.796615,0.064007
227,0.136987,0.063183,2.321031,2.652641,27.157196,1.245346,1.998231,0.195898
228,0.047595,1.034714,0.365402,0.094245,11.683308,0.720327,0.721014,0.119534
229,0.241032,0.643604,3.454562,2.477288,15.416904,2.211053,0.633104,0.039588
230,0.240485,0.608132,3.679349,1.177893,11.046213,0.997285,0.753378,0.152015
231,0.209836,0.943218,1.6414,1.132666,0.68445,1.057094,1.849702,0.134098
232,0.327064,0.920583,2.884446,2.050477,25.073741,2.969389,1.540421,0.109613
233,0.312571,2.073125,1.902417,3.272052,9.722705,1.34378,0.767706,0.141838
234,0.172225,2.307587,0.224253,3.849057,8.046713,3.443413,0.06004,0.116217
235,0.044795,0.394052,3.135259,1.447451,32.812042,2.576864,0.683374,0.167534
236,0.075052,2.316756,1.791245,3.519337,3.95577,1.912375,1.572538,0.151147
237,0.124277,2.570803,0.59078,3.459282,35.289517,2.110401,0.841905,0.160012
238,0.395442,0.936333,0.41687,1.390018,1.072993,3.342789,1.194942,0.147608
239,0.397184,1.101644,3.488351,2.67603,12.576618,3.470718,0.452567,0.108033
240,0.293285,2.102688,0.331956,3.804221,10.787317,1.386818,0.342544,0.138354
241,0.127944,3.606628,3.140608,2.378235,31.197105,3.695993,1.304687,0.054887
242,0.042288,1.743169,3.698219,1.385084,4.829421,2.954042,1.234667,0.016706
243,0.209168,0.225423,2.67471,3.514971,8.612437,3.091212,0.439113,0.063885
244,0.263688,2.116632,0.016592,1.727902,34.000043,2.828921,0.315035,0.106557
245,0.347744,0.571483,1.95999,2.069469,24.139058,2.589991,1.301613,0.027852
246,0.114266,2.674948,1.762923,3.828936,28.56565,1.335107,1.995231,0.046717
247,0.311654,0.815853,3.849131,1.013849,32.632076,2.816476,1.631637,0.095963
248,0.399366,1.39195,1.663481,1.771907,24.238777,0.378704,0.290295,0.06017
249,0.185976,3.031619,2.216188,1.898034,13.919698,2.943544,0.295258,0.006928
250,0.176467,1.960531,3.006455,1.635961,15.541638,2.482276,0.941008,0.068395
251,0.079587,0.424526,1.688037,1.481896,4.293379,3.497055,0.061771,0.175298
252,0.079239,3.092522,0.302241,2.464759,31.268741,1.759196,1.316567,0.086292
253,0.396435,1.465216,1.155769,2.622272,28.51342,2.016078,0.959641,0.056018
254,0.089838,2.993292,0.293441,2.56837,8.467971,2.511401,0.387449,0.143016
255,0.240895,0.664896,0.833222,0.850453,35.672096,1.961159,1.086534,0.196238
256,0.073758,0.289977,3.367818,3.747866,15.922517,2.990866,1.852858,0.130205
257,0.208805,3.369399,1.505473,1.721787,14.30462,2.579026,1.804294,0.122024
258,0.345412,0.686694,2.372068,1.927785,19.921856,0.7567,0.890025,0.022708
259,0.048022,2.276915,2.066731,3.260335,37.765563,2.965298,0.903206,0.108588
260,0.263397,1.967113,0.32265,0.532628,1.720525,2.011825,0.234882,0.013654
261,0.047394,2.925824,3.018054,3.066548,9.076523,3.989233,0.17517,0.13292
262,0.118002,0.797822,2.397307,2.468739,31.452259,3.238574,0.627962,0.00721
263,0.364,1.403688,1.439372,1.831597,25.863128,3.751346,0.570245,0.034583
264,0.197927,2.391264,1.731215,1.517213,3.434775,3.298493,1.486994,0.144489
265,0.313594,3.702365,1.443204,2.271901,2.599082,1.51676,0.862353,0.182439
266,0.334648,2.977968,1.022838,2.976805,39.223044,1.880684,0.867604,0.12132
267,0.108619,2.166189,0.881738,2.472565,38.824009,2.337026,1.339162,0.076566
268,0.174035,1.305007,2.497115,2.162548,30.858701,0.080892,1.388414,0.143988
269,0.084719,0.952498,2.524748,3.277134,23.369725,1.993226,1.694602,0.092443
270,0.004201,0.566792,0.17671,1.679475,6.773046,2.703815,1.773675,0.185193
271,0.036212,0.158009,0.457799,2.679559,8.676044,0.766044,0.459742,0.179063
272,0.169234,1.69095,2.469839,1.095223,4.953559,1.039971,1.102484,0.188679
273,0.280146,1.945095,3.530476,1.861703,15.422406,3.707678,1.888179,0.04114
274,0.330589,3.429993,2.438524,3.344988,3.732428,3.955202,0.372088,0.11651
275,0.317545,1.394106,3.546316,2.074165,35.657592,3.693589,0.811819,0.01353
276,0.067701,1.779219,0.965812,2.255318,34.150722,0.749227,0.891228,0.128305
277,0.177764,1.376548,0.867583,3.798861,24.784366,1.356485,1.205573,0.029569
278,0.240678,1.620715,0.067904,1.016386,23.06228,3.453371,0.337782,0.055873
279,0.38668,3.826442,0.560403,1.63132,19.602077,2.681672,0.782406,0.004185
280,0.096381,1.749815,2.772307,3.620319,18.798688,3.7245,1.724507,0.043966
281,0.250435,0.208599,1.017387,1.660177,7.704891,2.719414,0.457283,0.008273
282,0.099882,0.071647,3.196746,0.183909,10.396567,2.387186,1.081771,0.126809
283,0.185439,3.311082,3.321783,1.407516,4.121483,1.163197,0.422759,0.14519
284,0.096415,1.185153,2.951299,3.686742,39.590623,1.669522,1.071663,0.009462
285,0.008193,3.710465,1.113481,2.932711,1.773363,3.851794,1.108442,0.103751
286,0.050931,0.464897,1.748536,0.531714,31.070667,2.853911,1.004469,0.079249
287,0.368757,1.510961,1.587974,1.982084,31.989406,3.618254,1.639083,0.034301
288,0.110127,0.603789,1.424268,2.405684,11.718179,3.903323,0.273036,0.166505
289,0.292985,1.579779,0.994227,1.430381,14.264931,2.204892,1.49083,0.176066
290,0.113824,2.953346,3.269087,1.476013,6.081732,1.138139,1.089906,0.152582
291,0.362274,1.258459,0.612185,0.969568,4.192935,3.041943,0.094794,0.084789
292,0.372746,1.490801,0.782204,3.090918,14.766079,1.984312,0.212078,0.157194
293,0.394729,2.002983,0.644281,2.706285,16.455552,1.946857,0.760242,0.151255
294,0.078012,1.726178,3.165566,2.455971,4.858843,1.224035,0.562592,0.111591
295,0.187838,0.321732,1.437922,1.874664,12.311171,1.266212,1.91202,0.005457
296,0.20316,3.770942,2.398243,3.887932,23.406132,2.973631,0.183007,0.003187
297,0.280844,1.363021,0.563252,0.95831,9.342577,0.2484,1.47229,0.094793
298,0.243009,1.959026,1.908073,0.390844,17.047013,2.456452,0.850481,0.017266
299,0.111611,2.913047,3.376332,2.437571,34.252039,2.144452,1.633707,0.143275
300,0.027283,1.558826,1.814864,1.249571,34.330106,2.444153,1.504125,0.195748
301,0.399002,1.657551,2.555329,1.749318,27.051957,1.424846,0.968502,0.063147
302,0.392664,1.138748,2.388596,1.473029,3.037253,2.61351,0.967955,0.179156
303,0.227129,1.520306,1.062653,2.929651,3.083204,0.958219,1.855305,0.021284
304,0.118622,0.985271,1.736923,1.994168,0.970355,0.211369,0.451129,0.179445
305,0.168547,0.29475,1.602814,2.664088,0.186738,0.321068,1.062023,0.002084
306,0.346339,3.071915,2.568379,2.159646,35.703804,1.853999,0.205062,0.169581
307,0.192311,3.036992,3.561919,2.392278,35.564244,1.549867,1.402884,0.001734
308,0.1971,1.283377,0.194964,2.32915,18.410054,3.956547,1.993437,0.023136
309,0.356616,3.347369,3.470305,1.892904,3.260678,3.855699,1.623006,0.051999
310,0.390961,2.453402,0.534126,2.920669,2.500502,1.75614,0.564267,0.03216
311,0.139879,3.30327,3.393033,1.2218,9.889005,2.774408,0.86062,0.178046
312,0.008651,2.474223,3.880734,3.374481,4.70751,2.32544,1.141304,0.055253
313,0.372041,2.676714,0.252898,1.500503,24.586861,2.888363,1.980647,0.141919
314,0.368972,3.724944,3.37524,1.208508,0.520932,1.831769,1.103553,0.146783
315,6.6e-05,0.122103,2.982631,1.470438,6.145251,2.662053,1.325255,0.001065
316,0.331943,2.114603,2.315603,1.142962,11.982273,3.480002,1.266696,0.157657
317,0.314652,2.790271,1.255209,1.037558,9.223771,0.30727,0.642029,0.106645
318,0.350977,3.292696,0.144238,2.291454,33.580497,2.951602,1.716869,0.09494
319,0.342168,0.317542,1.188128,0.200065,12.714613,1.02745,0.327783,0.082497
320,0.034475,2.094529,0.580178,3.905596,39.646521,3.944163,0.854556,0.009743
321,0.078915,1.530053,1.645661,3.922074,16.919764,0.803036,1.072412,0.083805
322,0.211459,2.599199,0.175985,2.211316,7.217065,0.978953,1.774256,0.044456
323,0.057854,2.909185,3.916568,1.365116,0.941184,3.594311,1.133081,0.058655
324,0.115364,1.92846,3.644831,2.015212,17.224299,0.896704,1.093885,0.032293
