# nonuniform scaling factors - GNav17: (0.0 0.4) GNav18: (0.0 4.0) GNav19: (0.0 4.0) GKdr: (0.0 4.0) GKA: (0.0 40.0) GKM: (0.0 4.0) GH: (0.0 2.0) GKleak: (0.0 0.2) 
,GNav17,GNav18,GNav19,GKdr,GKA,GKM,GH,GKleak
107,0.103481,0.601311,3.156131,2.058071,13.01729,2.145265,0.803026,0.023659
108,0.210302,0.339745,0.147571,0.133821,29.931268,3.875409,0.145569,0.051543
109,0.15548,3.312244,0.01911,1.110957,28.498457,0.756131,1.126992,0.166385
110,0.05043,0.611698,2.727692,3.451738,6.814363,1.361676,1.582885,0.134974
111,0.356041,2.583171,0.728072,0.288211,31.699068,2.608138,0.786507,0.181452
112,0.107568,0.209992,0.89778,3.747172,26.629195,0.625395,1.94274,0.064229
113,0.168932,2.356853,1.954062,1.379181,8.943318,0.564022,1.982462,0.077316
114,0.158489,3.674074,0.477672,1.617244,4.92499,0.923756,1.643515,0.118229
115,0.103197,1.948288,2.508204,1.48535,29.743802,3.043678,1.901333,0.058581
116,0.391554,2.061884,1.933885,3.648017,34.489831,2.560701,1.765173,0.173713
117,0.250729,2.044603,0.42475,1.779436,26.844394,2.310141,1.823116,0.15516
118,0.233019,3.39116,1.305365,2.023928,20.101129,3.117601,0.684892,0.174061
119,0.383283,3.208817,0.802035,3.30772,20.278726,1.669821,1.491383,0.164905
120,0.349808,0.427789,2.11658,2.579829,22.994294,0.057503,0.325747,0.051274
121,0.259747,1.733718,0.067584,0.817984,2.508988,3.159285,1.396139,0.198074
122,0.117268,2.854743,1.308608,3.101615,20.964198,3.611967,1.670817,0.078988
123,0.129894,1.06669,3.440761,0.151816,25.049301,2.809492,0.063974,0.001884
124,0.368978,2.090204,3.008377,0.065093,33.410225,2.142975,1.972648,0.041661
125,0.264517,1.312704,3.813003,1.543082,32.508669,1.961354,0.976988,0.190094
126,0.006802,3.027181,2.252303,0.042334,17.917226,0.901695,1.296946,0.095172
127,0.125393,3.842491,2.415916,3.090011,36.619636,2.006238,1.267365,0.101822
128,0.190361,0.982416,0.049061,0.811066,37.669412,1.557837,1.58848,0.063374
129,0.199026,3.807958,1.400692,1.609042,4.817685,0.680157,1.953169,0.084613
130,0.287133,3.375801,3.287347,3.895321,29.990544,1.810301,0.815086,0.137819
131,0.130983,3.18479,1.665913,3.15162,10.431595,1.970303,1.035488,0.148772
132,0.090072,0.087524,2.612578,0.779423,36.220381,3.269722,0.335521,0.058286
133,0.25627,2.539516,2.908578,3.245268,3.070489,3.488371,1.820705,0.120534
134,0.011646,2.271609,0.854856,1.622168,32.349708,0.086002,0.586044,0.027766
135,0.091613,1.274479,1.701709,2.80788,24.22206,2.949852,1.109738,0.193713
136,0.329151,2.74614,3.329047,3.99542,29.316196,0.542206,1.242022,0.046961
137,0.380499,2.058202,0.432556,1.633091,23.197591,3.382276,1.116806,0.183825
138,0.108286,2.491828,2.137313,0.036621,12.146643,0.909994,0.308143,0.113115
139,0.231586,0.954791,2.737583,1.15858,27.388215,2.121352,0.740104,0.025801
140,0.000514,0.72814,3.943092,1.307776,6.904142,0.657633,1.637258,0.104723
141,0.197867,3.019921,0.422727,3.069831,34.848997,0.36016,0.44691,0.090939
142,0.31032,2.648288,1.575293,3.378746,24.317622,1.515909,0.128201,0.031457
143,0.292563,3.09655,2.277286,2.905373,32.593323,2.427736,1.085412,0.01975
144,0.367466,2.094701,2.002858,2.550747,12.266562,2.935205,1.172687,0.153734
145,0.256653,3.443069,2.653577,1.402122,14.454326,0.047434,1.611713,0.011351
146,0.102148,1.647281,0.553346,3.868123,20.294443,0.8173,0.488108,0.149703
147,0.293007,2.20149,0.042699,3.025862,15.625561,3.77836,1.775255,0.185983
148,0.245781,2.768527,0.810252,0.172409,27.904235,1.954768,0.152514,0.082215
149,0.232033,0.352817,3.941411,0.140913,38.022075,0.775217,1.932512,0.10137
150,0.396567,2.128775,1.571041,3.351527,31.565922,1.884845,0.107336,0.145984
151,0.393127,1.636863,2.856317,0.504225,16.482913,0.776982,1.521984,0.192774
152,0.099137,0.42942,1.74774,2.708997,30.023792,2.856325,1.524746,0.100086
153,0.388173,3.529991,3.628653,1.27802,28.03489,3.331567,0.073424,0.078696
154,0.039386,2.702323,0.970876,2.353284,17.992848,3.641895,1.596137,0.09745
155,0.301062,1.207023,2.369455,3.574793,11.796172,3.948235,1.499149,0.173525
156,0.263293,2.777954,3.148183,1.846836,32.826002,0.494055,0.839088,0.080911
157,0.058554,0.083595,0.205819,2.746702,0.21772,1.996918,1.865565,0.077203
158,0.172531,2.863627,1.377369,3.587848,18.15062,2.839595,1.80732,0.191147
159,0.104935,0.076017,0.769915,1.273847,27.406071,3.522578,1.583492,0.131925
160,0.178015,1.197021,2.660291,0.501847,24.834147,0.437178,0.619991,0.11584
161,0.31541,2.396128,3.355124,3.002854,34.747759,0.682501,0.044558,0.16484
162,0.187851,3.699656,2.104013,2.337531,25.892441,3.455836,0.054019,0.11423
163,0.215466,1.569776,1.241531,2.683865,13.089341,2.118539,1.017251,0.087067
164,0.249077,1.017308,0.608955,2.290838,24.478946,2.447974,1.223441,0.063952
165,0.385501,1.461496,0.170981,3.170306,32.458911,2.751664,0.199787,0.084058
166,0.211871,1.025909,2.232547,1.989955,14.518514,2.546365,1.481946,0.170541
167,0.039086,1.614315,0.456636,3.011608,33.288056,0.641332,1.487567,0.169528
168,0.25538,0.553509,1.36759,0.604863,32.572838,1.455763,0.038483,0.167831
169,0.137867,2.321952,2.850098,3.522371,16.247211,0.652961,0.181151,0.177305
170,0.009916,2.326904,0.800599,3.1379,17.671024,3.202661,0.127313,0.121429
171,0.381915,0.257208,3.158498,1.903564,8.476933,2.135631,0.986387,0.176473
172,0.221708,3.53734,1.132849,0.134482,29.703295,0.227784,0.831335,0.034612
173,0.122091,0.112618,0.242494,2.900293,12.389309,2.887741,1.285553,0.174386
174,0.125972,2.483469,2.546096,0.15264,10.043361,2.953007,1.727938,0.001967
175,0.11922,0.174343,2.597188,3.732079,7.385955,1.848739,1.60217,0.006935
176,0.117022,0.263005,2.339453,2.583797,18.672547,1.084047,1.272334,0.151378
177,0.298843,3.884314,2.536845,0.867217,2.118876,2.486163,0.250596,0.082705
178,0.191737,0.192377,3.327693,1.13765,19.558972,1.934762,0.403734,0.04778
179,0.314656,1.132382,3.935646,3.554197,30.432861,3.520215,1.472673,0.128105
180,0.364497,3.047035,2.588739,2.248174,22.566036,0.038223,1.750693,0.177023
181,0.204347,3.151471,2.988402,3.04786,22.302251,3.639422,1.024283,0.053188
182,0.385305,3.301715,3.719063,0.370359,25.967112,0.349601,0.634414,0.187629
183,0.1887,2.602099,3.912352,2.506926,23.045129,0.947298,0.307541,0.167575
184,0.114756,0.62389,1.140655,2.430826,9.251349,1.051696,1.526665,0.135872
185,0.045117,0.801163,2.982373,2.637853,28.327428,3.372607,1.567057,0.089041
186,0.101889,3.334042,3.193295,2.072845,27.648453,0.794561,1.680788,0.008538
187,0.011877,3.050938,1.776145,1.659299,22.93911,2.684429,1.078359,0.13019
188,0.096763,2.230894,3.222431,0.964819,26.780093,3.261882,0.763316,0.056785
189,0.016599,1.64804,1.833241,1.179028,34.702854,2.001845,0.141502,0.180583
190,0.077498,3.851077,1.458198,1.212969,17.010605,0.119241,1.77795,0.118984
191,0.069064,1.556458,0.791849,0.929538,38.681936,2.491732,1.769118,0.13864
192,0.150455,1.849599,2.166078,0.66575,2.962218,2.634793,1.866286,0.048069
193,0.126233,1.307408,1.190205,0.035996,3.321802,3.27436,1.150166,0.006312
194,0.2241,2.381505,2.058432,3.393699,22.80666,0.438849,0.428083,0.032437
195,0.100008,3.837571,0.599181,3.647846,27.453194,2.837375,1.169752,0.17066
196,0.118418,3.229774,0.54075,3.982342,39.7976,2.755018,1.072308,0.059638
197,0.252156,3.510528,3.243397,0.518734,25.138753,2.107165,1.335345,0.15796
198,0.281845,3.945633,2.344274,2.276302,16.018971,0.163249,0.389149,0.151269
199,0.229703,3.540741,0.696494,3.74553,1.455979,3.123398,0.243402,0.042998
200,0.167945,3.43004,2.141723,3.846778,2.051494,0.079679,0.795487,0.079311
201,0.073034,1.185031,1.017184,2.899603,0.647342,1.258645,0.874595,0.150846
202,0.12258,2.989822,0.797734,2.256983,20.063826,0.859639,1.579003,0.069356
203,0.221463,1.807419,2.068121,3.834739,33.903185,2.835458,1.756685,0.163435
204,0.114347,2.667564,3.485608,0.84916,8.136754,1.939695,1.919363,0.04063
205,0.398468,3.741722,0.90657,2.992693,36.196859,2.550601,1.968205,0.088665
206,0.179635,3.67109,1.744441,2.282612,31.320978,2.429585,0.868349,0.149463
207,0.194105,2.635684,2.078115,3.514694,9.61513,3.543122,0.904886,0.138102
208,0.267146,2.771524,1.998631,1.749449,29.342674,1.464541,0.197461,0.032647
209,0.258367,1.763083,1.129262,1.092985,32.276048,2.555046,1.593108,0.144691
210,0.039545,1.462261,0.08298,2.011684,4.834048,3.917517,0.374096,0.046026
211,0.180572,1.459057,3.99684,3.697682,28.910699,1.199373,1.130311,0.022746
212,0.175245,1.140899,3.751304,1.681807,39.222263,3.620136,1.478554,0.035576
213,0.264636,3.598987,0.890428,0.267859,24.996316,3.990918,1.168528,0.021251
214,0.107885,0.409285,0.949725,1.331068,15.652345,0.153191,1.368116,0.138705
215,0.04033,1.080598,0.862324,3.879537,24.561634,1.63266,1.282709,0.131806
216,0.272444,1.301125,1.602699,3.474206,35.623317,3.411046,1.937661,0.045887
217,0.381047,1.783892,1.461613,1.845782,4.028214,3.012332,0.969474,0.03791
218,0.053848,3.778562,1.92949,1.076309,36.334775,2.191445,0.103035,0.138993
219,0.248863,3.703791,3.096463,1.831967,14.167151,3.1728,1.874456,0.144342
220,0.078626,0.789911,0.244638,2.124723,14.079845,3.764432,0.034273,0.072292
221,0.366501,1.288592,0.068211,1.074091,15.576057,0.905941,1.78464,0.074807
222,0.309804,1.009034,3.474056,2.934774,16.677625,2.985042,1.119109,0.076648
223,0.189426,0.99048,0.464942,0.451904,28.350929,3.93492,1.235143,0.052842
224,0.113072,2.24407,3.290152,2.107057,5.05023,1.940119,0.40659,0.079003
225,0.291771,1.702613,1.311734,3.238516,34.509058,1.121147,0.726544,0.11038
226,0.288886,2.732714,2.751695,3.269065,26.177604,0.916965,0.201559,0.069211
227,0.375914,0.218334,3.706799,0.079166,20.958758,0.054568,0.253147,0.092766
228,0.344715,3.876066,3.457184,3.687398,38.361272,2.606051,1.945821,0.033568
229,0.236299,1.234205,0.50344,0.245407,21.502799,2.883744,1.876581,0.176973
230,0.025934,0.375339,0.576759,2.198863,9.817029,2.670579,1.241704,0.132049
231,0.197548,2.043039,2.376175,1.644149,22.618217,1.771135,1.254463,0.030147
232,0.321398,0.041732,2.431449,2.472364,3.287799,1.463863,1.506781,0.154267
233,0.046254,1.171758,0.092976,1.374604,7.797095,3.195211,1.970742,0.102882
234,0.086772,2.549879,0.225125,3.770476,36.671759,0.274694,1.671905,0.114095
235,0.250265,1.943458,1.911045,0.645254,31.379007,1.617345,0.393394,0.001402
236,0.309014,0.03826,2.307361,1.592166,18.043781,0.758857,0.70142,0.1991
237,0.373376,1.932551,1.349503,1.15121,22.337407,1.052254,0.705618,0.112211
238,0.289384,0.27897,2.787992,3.348804,9.903428,1.843805,0.10675,0.032392
239,0.150674,3.447104,2.521095,0.754176,15.99101,2.826835,1.247221,0.07382
240,0.200084,3.889184,3.423835,1.568674,30.587685,3.790004,0.891579,0.0299
241,0.319228,0.345667,0.845984,1.835652,35.413425,0.369329,0.675665,0.191703
242,0.304265,3.044205,3.701871,3.410018,29.394749,1.439915,0.492241,0.146221
243,0.313476,2.184896,1.098757,2.358045,23.294489,2.041359,1.493602,0.135108
244,0.115478,2.317894,1.544639,2.720148,18.302825,1.391333,0.275719,0.080261
245,0.320391,1.491562,3.106795,2.624091,28.381989,2.231348,0.663015,0.019381
246,0.361638,3.498678,0.02907,0.704822,0.411194,3.193227,1.686996,0.132897
247,0.170287,2.342294,3.020984,1.561547,10.67343,0.989974,1.379611,0.078174
248,0.274397,0.653448,0.335914,2.361497,11.329722,3.354313,1.600116,0.146155
249,0.04349,2.415928,2.106393,0.061182,38.200941,0.413445,0.26157,0.198634
250,0.114524,3.990135,0.349618,1.185756,33.946508,1.338631,0.81797,0.05374
251,0.238113,3.909506,1.540153,3.644432,27.170434,2.442612,1.67662,0.002182
252,0.09735,1.992781,3.652484,0.084645,17.566767,2.535763,1.342352,0.170231
253,0.095048,3.910027,0.492673,1.487131,10.114101,3.332647,1.653667,0.171735
254,0.107645,3.177243,2.42513,3.950544,36.01068,3.252715,1.098288,0.114858
255,0.372191,0.691902,0.435084,3.227603,12.447745,3.953886,0.978276,0.120052
256,0.350323,2.375112,3.183102,3.248527,6.255217,1.242806,1.416905,0.04984
257,0.307995,0.24173,1.705546,2.012104,22.585027,2.501593,0.983101,0.192053
258,0.322944,3.217104,3.819562,0.766264,10.154583,0.715294,1.048355,0.003355
259,0.232784,3.875793,3.017808,0.391795,5.465633,1.625154,0.511113,0.015515
260,0.150171,0.546863,2.635171,1.865185,1.538966,3.227772,0.685344,0.193326
261,0.132375,3.558601,0.497122,2.911944,23.817127,2.594205,1.601614,0.13425
262,0.312079,2.007384,3.811711,1.652265,29.062607,0.045972,1.834457,0.082158
263,0.341782,2.966042,3.612909,3.599234,30.109918,0.07479,0.383941,0.057243
264,0.157462,3.250432,0.258282,1.467556,35.996223,0.741135,0.912514,0.118881
265,0.397061,0.709912,0.674465,3.842463,2.626305,1.042779,0.248381,0.053322
266,0.030101,2.913588,3.561606,1.380838,38.319412,2.799178,0.836397,0.132713
267,0.374921,0.627804,3.791363,2.797976,5.510554,1.377136,1.474977,0.03928
268,0.115008,3.55604,2.005515,3.520256,3.86508,1.693784,1.979037,0.106988
269,0.351948,2.487518,2.396761,0.308175,9.841154,3.004787,0.38433,0.185365
270,0.340676,0.914846,1.889407,0.524626,27.594147,2.101497,1.077849,0.193559
271,0.299791,2.679919,3.431067,2.906566,20.495608,0.28785,0.382175,0.032539
272,0.274803,3.449853,1.712952,3.112319,23.489497,1.091366,0.529617,0.088436
273,0.365728,3.734086,2.348861,1.804452,33.321416,1.427365,0.203805,0.182244
274,0.285425,0.021168,3.976031,0.579647,1.851945,0.951668,0.755218,0.016334
275,0.111049,0.741597,1.224213,2.659575,10.755946,3.65039,1.639777,0.117019
276,0.181088,0.817758,0.603074,1.364994,13.591044,3.242633,1.120794,0.138055
277,0.357419,2.354113,3.735058,0.712206,6.881456,3.342433,0.03944,0.154925
278,0.01246,1.145188,2.682785,1.482104,21.453594,3.10806,0.30579,0.105718
279,0.247784,3.307938,1.803889,1.771494,10.597809,3.692163,0.665146,0.183381
280,0.153054,1.687444,0.685242,0.375278,1.224497,1.088765,0.706062,0.151153
281,0.168511,1.717601,0.027881,2.734492,28.813879,0.123333,0.135419,0.155357
282,0.290451,0.747737,1.809103,3.758156,7.828904,3.449831,1.326114,0.109058
283,0.140822,1.551582,1.35883,2.55916,30.789257,2.862699,1.803096,0.19287
284,0.177495,0.046358,2.052613,0.904003,14.087108,0.454023,1.546197,0.138883
285,0.361301,2.276947,3.399491,0.251931,16.514847,0.051766,0.679113,0.013945
286,0.242123,0.987127,0.713637,0.694857,28.525318,0.725184,0.496374,0.15886
287,0.207314,0.613067,2.708396,1.67272,13.885873,3.864628,1.897423,0.080634
288,0.398751,0.095324,3.215229,0.174351,4.494012,1.023204,0.95803,0.154712
289,0.160998,2.114561,1.117043,0.004197,12.06482,1.435301,1.907367,0.094256
290,0.352219,1.058963,3.932219,2.547535,20.534784,2.175164,1.958369,0.095078
291,0.110651,3.645003,2.183998,2.589416,29.956202,0.23228,0.491595,0.041502
292,0.008137,0.684884,0.988451,2.631359,10.782819,3.037019,0.781327,0.119059
293,0.041148,0.662828,3.824453,2.776573,14.760513,0.344212,1.212635,0.130524
294,0.131915,3.464586,2.356559,1.10073,19.956972,1.691375,0.841974,0.138429
295,0.185653,3.861719,1.542803,0.010995,30.765321,2.270931,1.532298,0.045691
296,0.203823,2.651284,0.269171,3.390281,36.039821,1.808171,0.828099,0.048982
297,0.250976,3.090733,2.697158,1.711744,6.421974,3.483202,0.041729,0.096852
298,0.077196,0.285981,1.055347,3.184531,13.39903,3.467795,1.083941,0.052952
299,0.060944,2.448148,3.28048,3.210524,36.809292,1.89063,1.09541,0.178152
300,0.084646,2.834616,2.19311,3.867759,37.173007,2.237097,1.936982,0.03592
301,0.216091,1.986523,1.237881,0.682068,36.834825,3.61459,1.313692,0.004244
302,0.007142,3.071363,1.185439,2.502042,35.526239,1.583586,0.801836,0.069051
303,0.019625,3.069015,0.658558,0.362045,26.746389,0.896294,0.353639,0.004877
304,0.170635,0.006983,1.768017,2.524405,16.890825,3.602908,1.051,0.109558
305,0.272723,0.104463,0.873404,1.772866,6.185455,1.860916,0.861904,0.095235
306,0.083683,3.098298,3.906725,0.804863,11.012159,3.976392,0.554111,0.063492
307,0.311897,2.581137,0.468808,3.442812,15.588515,1.406762,1.738817,0.180666
308,0.241136,1.436803,3.187721,0.14318,3.24281,2.903121,0.321377,0.104621
309,0.133184,0.779516,0.978805,3.938156,28.413887,0.384219,0.153229,0.034978
310,0.027543,0.950076,0.935201,0.845436,3.794609,3.293057,0.507652,0.170489
311,0.117637,0.875089,0.034081,3.030798,9.969292,3.10718,1.164628,0.05902
312,0.170466,1.572832,0.41531,1.328322,19.111602,1.386722,1.252745,0.097912
313,0.16946,1.304524,2.076311,2.123683,19.362489,0.552438,1.421073,0.01123
314,0.160786,3.64876,2.823406,1.97371,26.713018,2.805293,0.60018,0.104226
315,0.278398,3.458203,0.631162,2.448214,32.785233,0.430788,1.580305,0.139811
316,0.144131,0.200826,2.017334,1.842699,7.455395,0.470612,0.218082,0.043538
317,0.0041,1.74274,2.022985,2.91234,39.167129,0.130001,1.926404,0.151445
318,0.31644,3.697206,0.843801,3.180762,10.726228,2.69517,1.370288,0.149127
319,0.058762,2.345008,2.729323,0.753206,38.282764,0.011709,0.242531,0.161021
320,0.001334,3.920754,3.382617,3.734067,25.201623,2.460095,0.843989,0.185791
321,0.02069,1.514844,1.600245,0.787361,23.137674,3.832643,1.564045,0.149042
322,0.389858,3.480058,1.049719,1.491358,33.161736,2.467909,1.189873,0.043011
323,0.243749,2.008247,1.890362,3.659839,14.689541,3.177937,1.885098,0.164164
324,0.241278,1.494747,0.443117,0.648068,38.444382,0.771876,0.094725,0.129328
